family,product,platform_class,series_region,denominator_geography,quarter_end,t_years,pool,penetration,flag,fitted_product,fitted_pooled
one-time,zolgensma,AAV systemic,Total,US/US+EU,2025-09-30,6.502,5232,0.8704070209257889,; static pool,0.7560786350540357,0.2514476366930751
one-time,zolgensma,AAV systemic,Total,US/US+EU,2025-12-31,6.754,5232,0.9067384823310527,; static pool,0.7581042262111769,0.25371704535121087
one-time,zolgensma,AAV systemic,Total,US/US+EU,2026-03-31,7.001,5232,0.9424774790842579,; static pool,0.7595497064029505,0.2554418672030196
one-time,zolgensma,AAV systemic,Total,US/US+EU,2026-06-30,7.25,5232,0.9856700633956182,; static pool,0.7606116002482906,0.2567876601875486
one-time,zynteglo,lentiviral ex vivo,Total,US,2023-06-30,0.249,1225,0.0016329931618554521,; static pool,0.0016465435210437798,0.0018276914883436869
one-time,zynteglo,lentiviral ex vivo,Total,US,2023-09-30,0.501,1225,0.003510935297989222,; static pool,0.0038864359543763116,0.00421352019167325
one-time,zynteglo,lentiviral ex vivo,Total,US,2023-12-31,0.753,1225,0.006450322989329037,; static pool,0.006881974525681966,0.0072803011153771
one-time,zynteglo,lentiviral ex vivo,Total,US,2024-03-31,1.002,1225,0.013553843243400254,; static pool,0.010798005845527937,0.011145233410708905
one-time,zynteglo,lentiviral ex vivo,Total,US,2024-06-30,1.251,1225,0.01779962546422443,; static pool,0.01591054430831612,0.016029259262137975
one-time,zynteglo,lentiviral ex vivo,Total,US,2024-09-30,1.503,1225,0.01992251657463652,; static pool,0.022573530379344266,0.02222226958864338
one-time,zynteglo,lentiviral ex vivo,Total,US,2024-12-31,1.755,1225,0.030292023152418635,; static pool,0.030996299825494872,0.029894007789255047
one-time,zynteglo,lentiviral ex vivo,Total,US,2025-03-31,2.001,1225,0.040416580755922436,; static pool,0.041107237896395823,0.039005877538206786
CAR-T class (registry totals),US,autologous CAR-T,US,US,2018-12-31,0.7,16097,0.05653055580187569,registry total over the class flow mid,0.041600359653595424,0.041600359653595424
CAR-T class (registry totals),US,autologous CAR-T,US,US,2019-12-31,1.7,16097,0.0947352720855609,registry total over the class flow mid,0.09577279848646375,0.09577279848646375
CAR-T class (registry totals),US,autologous CAR-T,US,US,2020-12-31,2.7,16097,0.10498531791776913,registry total over the class flow mid,0.14433021473498223,0.14433021473498223
CAR-T class (registry totals),US,autologous CAR-T,US,US,2021-12-31,3.7,16097,0.14362488463069956,registry total over the class flow mid,0.1878470581218842,0.1878470581218842
CAR-T class (registry totals),US,autologous CAR-T,US,US,2022-12-31,4.7,16097,0.23363892348445545,registry total over the class flow mid,0.22684050768059882,0.22684050768059882
CAR-T class (registry totals),US,autologous CAR-T,US,US,2023-12-31,5.7,16097,0.30458166494131483,registry total over the class flow mid,0.26177588234653226,0.26177588234653226
CAR-T class (registry totals),US,autologous CAR-T,US,US,2024-12-31,6.7,16097,0.3271317657721729,registry total over the class flow mid,0.293071600991052,0.293071600991052
CAR-T class (registry totals),Europe,autologous CAR-T,Europe,Europe,2019-12-31,0.85,24146,0.04696384635848134,registry total over the class flow mid,0.03916867856912112,0.03916867856912112
CAR-T class (registry totals),Europe,autologous CAR-T,Europe,Europe,2020-12-31,1.85,24146,0.07765186236521386,registry total over the class flow mid,0.08186557415555912,0.08186557415555912
CAR-T class (registry totals),Europe,autologous CAR-T,Europe,Europe,2021-12-31,2.85,24146,0.10452976032522654,registry total over the class flow mid,0.12117426067000203,0.12117426067000203
CAR-T class (registry totals),Europe,autologous CAR-T,Europe,Europe,2022-12-31,3.85,24146,0.13273291673627222,registry total over the class flow mid,0.15735863120077598,0.15735863120077598
CAR-T class (registry totals),Europe,autologous CAR-T,Europe,Europe,2023-12-31,4.85,24146,0.20243322839528818,registry total over the class flow mid,0.190662793683037,0.190662793683037
CAR-T class (registry totals),Europe,autologous CAR-T,Europe,Europe,2024-12-31,5.85,24146,0.2518819343494564,registry total over the class flow mid,0.2213124348027998,0.2213124348027998
